FILEPATH,FILENAME,HYDROPHONENAME,FILETIME_SEC_FROMMIDNIGHT,SIGNALTIME_SEC_FROMMIDNIGHT,TAGCODE,TOA_MICRO_SEC,SNR_DB,CRC,PHASEMARGIN,CHANNEL
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.24.3121737.bwm,P18SB,52584.31217,52584.31737,G726D97E1,5191.57,14.33,0,9.78,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.24.3121737.bwm,P18SN,52584.31217,52584.31797,G726D97E1,5796.61,5.4,0,7.38,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.24.3121737.bwm,P18SN,52584.31217,52584.31817,G726D97E1,5996.11,6.6,0,8,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.24.3416655.bwm,P18SN,52584.34167,52584.34677,G7245491E,5106.3,11.06,0,8.06,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.24.3416655.bwm,P18SB,52584.34167,52584.34682,G7245491E,5153.78,17.12,0,8.56,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.24.3416655.bwm,P18SB,52584.34167,52584.34682,G7245491E,5153.78,13.6,0,8.81,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.24.3416655.bwm,P18SB,52584.34167,52584.34682,G7245491E,5156.26,16.42,0,8.81,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.24.3416655.bwm,P18SB,52584.34167,52584.34682,G7245491E,5156.26,14.97,0,8.56,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.24.9151111.bwm,P18SN,52584.91511,52584.92056,G7253EA15,5443.98,6.03,0,7.19,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.24.9151111.bwm,P18SN,52584.91511,52584.92056,G7253EA15,5443.98,4.79,0,7.5,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.24.9151111.bwm,P18SB,52584.91511,52584.9206,G7253EA15,5485.99,12.29,0,9.28,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.24.9151111.bwm,P18SB,52584.91511,52584.9206,G7253EA15,5488.43,15.16,0,9.22,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.24.9151111.bwm,P18SB,52584.91511,52584.9206,G7253EA15,5488.43,14.17,0,9.16,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.24.9151111.bwm,P18SB,52584.91511,52584.9206,G7253EA15,5488.43,13.24,0,9.22,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.26.1537543.bwm,P18SN,52586.15375,52586.1579,G724DE105,4148.64,3.18,0,7.94,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.26.1537543.bwm,P18SB,52586.15375,52586.15793,G724DE105,4173.47,16.94,0,9.19,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.26.3110422.bwm,P18SB,52586.31104,52586.31576,G726D97E1,4719.74,18.92,0,9,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.26.4060704.bwm,P18SN,52586.40607,52586.41111,G7259AED5,5042.71,3,0,7.44,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.26.4060704.bwm,P18SN,52586.40607,52586.41112,G7259AED5,5046.11,4.48,0,7.31,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.26.4060704.bwm,P18SB,52586.40607,52586.41114,G7259AED5,5065.43,16.85,0,7.31,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.26.4060704.bwm,P18SB,52586.40607,52586.41114,G7259AED5,5065.43,14.16,0,8.06,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.26.4060704.bwm,P18SB,52586.40607,52586.41114,G7259AED5,5065.43,10.36,0,8.44,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.26.5240364.bwm,P18SN,52586.52404,52586.52757,G7245491E,3532,7.94,0,8.06,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.26.5240364.bwm,P18SN,52586.52404,52586.52757,G7245491E,3537.65,9.13,0,7.5,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.26.5240364.bwm,P18SB,52586.52404,52586.52762,G7245491E,3583.59,17.32,0,9,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.26.5240364.bwm,P18SB,52586.52404,52586.52762,G7245491E,3586.12,18.17,0,9.19,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.26.5240364.bwm,P18SB,52586.52404,52586.52762,G7245491E,3586.12,15.29,0,8.88,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.27.0745442.bwm,P18SB,52587.07454,52587.07869,G7253EA15,4148.25,15.93,0,8.78,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.27.0745442.bwm,P18SB,52587.07454,52587.07869,G7253EA15,4148.25,14.78,0,8.88,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.27.0745442.bwm,P18SB,52587.07454,52587.07869,G7253EA15,4150.73,13.54,0,8.94,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.28.3099103.bwm,P18SN,52588.30991,52588.31306,G726D97E1,3148.42,3.45,0,6.12,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.28.3099103.bwm,P18SB,52588.30991,52588.31322,G726D97E1,3305.41,17.03,0,8.53,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.28.3099103.bwm,P18SB,52588.30991,52588.3137,G726D97E1,3786.62,15.42,0,8.78,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.28.3099103.bwm,P18SB,52588.30991,52588.3137,G726D97E1,3786.62,11.03,0,8.69,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.28.3099103.bwm,P18SN,52588.30991,52588.31385,G726D97E1,3942.11,6.67,0,7.5,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.28.4114921.bwm,P18SN,52588.41149,52588.41771,G724DE105,6219.39,3.63,0,8.12,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.28.4114921.bwm,P18SN,52588.41149,52588.41771,G724DE105,6219.39,2.44,0,7.88,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.28.4114921.bwm,P18SB,52588.41149,52588.41774,G724DE105,6246.55,16.16,0,9,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.28.4114921.bwm,P18SB,52588.41149,52588.41774,G724DE105,6251.32,17.65,0,8.75,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.28.7031306.bwm,P18SB,52588.70313,52588.70824,G7245491E,5107.43,15.78,0,8.12,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.28.7031306.bwm,P18SB,52588.70313,52588.70824,G7245491E,5112.18,14.31,0,8.5,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.28.7031306.bwm,P18SB,52588.70313,52588.70825,G7245491E,5114.67,16.7,0,8.62,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.28.7031306.bwm,P18SN,52588.70313,52588.70907,G7245491E,5935.02,8.37,0,7.81,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.28.8374808.bwm,P18SN,52588.83748,52588.84381,G7259AED5,6331.92,2.96,0,5.75,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.28.8374808.bwm,P18SB,52588.83748,52588.84383,G7259AED5,6350.01,15.77,0,9,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.29.2307006.bwm,P18SB,52589.2307,52589.23685,G7253EA15,6149.16,14.67,0,9.03,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.29.2307006.bwm,P18SB,52589.2307,52589.23685,G7253EA15,6149.16,13.32,0,8.97,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.30.3055019.bwm,P18SB,52590.3055,52590.31178,G726D97E1,6276.23,18.41,0,8,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.30.3055019.bwm,P18SB,52590.3055,52590.31178,G726D97E1,6276.23,17.51,0,8.12,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.30.3055019.bwm,P18SN,52590.3055,52590.31195,G726D97E1,6446.96,8.83,0,7.56,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.30.3055019.bwm,P18SN,52590.3055,52590.31195,G726D97E1,6446.96,7.34,0,8.56,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.30.3055019.bwm,P18SN,52590.3055,52590.31195,G726D97E1,6446.96,6.09,0,8.28,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.30.6725074.bwm,P18SN,52590.67251,52590.67798,G724DE105,5474.44,5.41,0,8.62,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.30.6725074.bwm,P18SB,52590.67251,52590.67801,G724DE105,5501.53,18.57,0,9.06,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.30.6725074.bwm,P18SB,52590.67251,52590.6785,G724DE105,5989.55,16.77,0,8.25,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.30.8855015.bwm,P18SB,52590.8855,52590.88884,G7245491E,3334.42,15.65,0,8.69,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.30.8855015.bwm,P18SB,52590.8855,52590.88884,G7245491E,3336.74,16.72,0,8.88,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.30.8855015.bwm,P18SB,52590.8855,52590.88884,G7245491E,3336.74,14.79,0,8.81,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.30.8855015.bwm,P18SN,52590.8855,52590.88913,G7245491E,3627.42,6.79,0,7.31,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.30.8855015.bwm,P18SB,52590.8855,52590.89016,G7245491E,4659.78,12.88,0,7.19,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.31.3901337.bwm,P18SN,52591.39013,52591.39465,G7253EA15,4518.43,4.72,0,6.31,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.31.3901337.bwm,P18SN,52591.39013,52591.39466,G7253EA15,4523.83,5.57,0,7.69,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.31.3901337.bwm,P18SB,52591.39013,52591.3947,G7253EA15,4563.22,15.01,0,8.72,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.31.3901337.bwm,P18SB,52591.39013,52591.3947,G7253EA15,4563.22,13.84,0,8.47,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.31.3901337.bwm,P18SB,52591.39013,52591.3947,G7253EA15,4563.22,11.55,0,8.69,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.32.3043704.bwm,P18SB,52592.30437,52592.30956,G726D97E1,5184.93,20.94,0,9.06,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.32.3043704.bwm,P18SN,52592.30437,52592.30972,G726D97E1,5350.4,8.47,0,8.94,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.32.3043704.bwm,P18SN,52592.30437,52592.30973,G726D97E1,5357.9,7.33,0,8.56,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.32.9335222.bwm,P18SN,52592.93352,52592.9382,G724DE105,4677.74,2.23,0,6.69,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.32.9335222.bwm,P18SB,52592.93352,52592.93823,G724DE105,4708.1,14.52,0,9.44,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.32.9335222.bwm,P18SB,52592.93352,52592.93823,G724DE105,4708.1,13.76,0,9.5,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.33.0613187.bwm,P18SN,52593.06132,52593.06897,G7245491E,7654.52,6.97,0,6.12,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.33.5495668.bwm,P18SN,52593.54957,52593.55312,G7253EA15,3549.64,3.8,0,7.12,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.33.5495668.bwm,P18SB,52593.54957,52593.55315,G7253EA15,3587.58,10.73,0,9.16,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.33.5495668.bwm,P18SB,52593.54957,52593.55316,G7253EA15,3590.02,12.8,0,9.34,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.33.5495668.bwm,P18SB,52593.54957,52593.55316,G7253EA15,3590.02,11.81,0,9.34,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.33.7035781.bwm,P18SB,52593.70358,52593.71018,G7259AED5,6602.12,7.99,0,7.56,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.33.7035781.bwm,P18SB,52593.70358,52593.71018,G7259AED5,6604.64,11.29,0,7.44,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.34.3032385.bwm,P18SN,52594.30324,52594.3072,G726D97E1,3959.8,5.4,0,8.44,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.34.3032385.bwm,P18SB,52594.30324,52594.30723,G726D97E1,3990.78,18.58,0,7.94,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.34.3032385.bwm,P18SB,52594.30324,52594.30774,G726D97E1,4503.48,18.25,0,8.69,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.35.1945370.bwm,P18SN,52595.19454,52595.19837,G724DE105,3834.05,4.19,0,7.25,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.35.1945370.bwm,P18SB,52595.19454,52595.1984,G724DE105,3859.1,16.52,0,9.19,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.35.2436896.bwm,P18SN,52595.24369,52595.24975,G7245491E,6061.47,1.79,0,8.25,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.35.2436896.bwm,P18SN,52595.24369,52595.24975,G7245491E,6064.47,3.69,0,8.06,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.35.2436896.bwm,P18SN,52595.24369,52595.24976,G7245491E,6067.4,2.78,0,8.31,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.35.2436896.bwm,P18SB,52595.24369,52595.24979,G7245491E,6103.29,14.73,0,8.81,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.35.2436896.bwm,P18SB,52595.24369,52595.24979,G7245491E,6103.29,11.92,0,8.62,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.35.7057232.bwm,P18SB,52595.70572,52595.71112,G7253EA15,5394.77,12.22,0,8.97,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.36.1382651.bwm,P18SB,52596.13827,52596.14198,G7259AED5,3714.85,13.13,0,8,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.36.1382651.bwm,P18SB,52596.13827,52596.14198,G7259AED5,3714.85,11.94,0,8.06,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.36.1382651.bwm,P18SB,52596.13827,52596.14198,G7259AED5,3717.34,9.92,0,8.25,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.36.2988300.bwm,P18SB,52596.29883,52596.30491,G726D97E1,6078.27,17.05,0,8.81,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.36.2988300.bwm,P18SN,52596.29883,52596.30553,G726D97E1,6704.78,6.75,0,7.81,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.36.2988300.bwm,P18SB,52596.29883,52596.30608,G726D97E1,7254.14,17.11,0,8.31,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.37.4260604.bwm,P18SB,52597.42606,52597.43036,G7245491E,4296.95,17.61,0,7.94,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.37.4522752.bwm,P18SB,52597.45228,52597.45825,G724DE105,5974.97,9.28,0,9.44,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.37.4522752.bwm,P18SB,52597.45228,52597.45826,G724DE105,5979.79,8.15,0,9.25,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.37.8651563.bwm,P18SN,52597.86516,52597.86885,G7253EA15,3690.96,2.42,0,7.5,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.37.8651563.bwm,P18SN,52597.86516,52597.86885,G7253EA15,3693.58,3.77,0,7.56,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.37.8651563.bwm,P18SB,52597.86516,52597.86889,G7253EA15,3729.63,12.28,0,9.25,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.37.8651563.bwm,P18SB,52597.86516,52597.86889,G7253EA15,3732.03,9.3,0,9.31,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.37.8651563.bwm,P18SB,52597.86516,52597.86889,G7253EA15,3734.47,13.08,0,9.16,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.37.8651563.bwm,P18SB,52597.86516,52597.86889,G7253EA15,3734.47,11.74,0,9.41,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.38.2976981.bwm,P18SN,52598.2977,52598.30277,G726D97E1,5069.26,4.85,0,7.56,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.38.2976981.bwm,P18SN,52598.2977,52598.30277,G726D97E1,5071.7,4.1,0,7.75,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.38.2976981.bwm,P18SB,52598.2977,52598.30279,G726D97E1,5096.8,15.42,0,9.44,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.38.2976981.bwm,P18SB,52598.2977,52598.3028,G726D97E1,5099.22,16.31,0,9.19,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.38.2976981.bwm,P18SB,52598.2977,52598.3028,G726D97E1,5101.61,11.33,0,9.41,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.38.5696755.bwm,P18SB,52598.56968,52598.57518,G7259AED5,5501.21,15.23,0,9.16,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.38.5696755.bwm,P18SB,52598.56968,52598.57518,G7259AED5,5501.21,13.65,0,8.84,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.39.6051547.bwm,P18SB,52599.60515,52599.61074,G7245491E,5583.71,16.37,0,8,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.39.6051547.bwm,P18SB,52599.60515,52599.61074,G7245491E,5583.71,15.66,0,8,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.39.6051547.bwm,P18SB,52599.60515,52599.61074,G7245491E,5586.28,15.88,0,7.75,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.39.7132900.bwm,P18SB,52599.71329,52599.71822,G724DE105,4928.85,13.48,0,8.62,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.40.2965667.bwm,P18SB,52600.29657,52600.30072,G726D97E1,4157.4,12.72,0,9.62,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.40.2965667.bwm,P18SB,52600.29657,52600.30073,G726D97E1,4159.81,14.86,0,9.56,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.40.2965667.bwm,P18SB,52600.29657,52600.30073,G726D97E1,4159.81,13.64,0,9.69,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.41.0043624.bwm,P18SB,52601.00436,52601.00775,G7259AED5,3389.15,10.15,0,8.31,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.41.7875255.bwm,P18SN,52601.78753,52601.79111,G7245491E,3579.84,5.23,0,7.56,2
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.41.7875255.bwm,P18SB,52601.78753,52601.79115,G7245491E,3619.45,15.79,0,8.44,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.41.7875255.bwm,P18SB,52601.78753,52601.79115,G7245491E,3619.45,12.13,0,8.25,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.41.9743053.bwm,P18SB,52601.97431,52601.97795,G724DE105,3643.04,4.92,0,7.5,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.42.1807458.bwm,P18SB,52602.18075,52602.18507,G7253EA15,4320.58,12.68,0,8.91,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.42.1807458.bwm,P18SB,52602.18075,52602.18507,G7253EA15,4320.58,12.03,0,9.22,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.42.1807458.bwm,P18SB,52602.18075,52602.18507,G7253EA15,4320.58,11.03,0,9.09,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.42.1807458.bwm,P18SB,52602.18075,52602.18507,G7253EA15,4320.58,10.65,0,9.16,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.42.2954348.bwm,P18SB,52602.29543,52602.29854,G726D97E1,3104.62,11.47,0,7.72,1
E:\BON_P3_CH12\Board1\04.19.2013\BON_P3_CH12_000,BON_P3_CH12_04.19.2013.14.36.43.4357728.bwm,P18SB,52603.43577,52603.44129,G7259AED5,5521.93,12.92,0,9.03,1
