"Fire.Year","District","Unit","Fire.Number","Fire.Name","Legal","Latitude","Longitude","Fuel.Model","County","Report.Date","General.Cause","ODF.Acres","Total.Acres"
2015,"73†-†Douglas","Central",257,"Lookingglass #5","T28S R6W S19 NENW","43∞7'37""","-123∞27'21""","L","Douglas","10/15/2015 22:08","Equipment Use",0.25,0.25
2015,"73†-†Douglas","South",262,"Windy Cr.","T32S R6W S23 NESW","42∞46'31""","-123∞22'42""","A","Douglas","10/31/2015 14:15","Debris Burning",8.5,8.5
2015,"73†-†Douglas","North",263,"Brush Creek","T23S R6W S9 SWSW","43∞34'38""","-123∞25'27""","J","Douglas","11/6/2015 10:31","Debris Burning",0.01,0.01
2015,"73†-†Douglas","South",264,"Dad's Cr.","T32S R7W S14 NWSW","42∞47'6""","-123∞30'5""","J","Douglas","11/9/2015 8:30","Equipment Use",0.25,0.25
2015,"73†-†Douglas","North",320,"Little Tom Folley","T22S R7W S05 SWSW","43∞40'43""","-123∞33'40""","H","Douglas","2/24/2015 12:00","Debris Burning",0.25,0.25
2015,"73†-†Douglas","Central",321,"Spring Bear","T26S R7W S21 NWSW","43∞17'32""","-123∞32'41""","J","Douglas","3/6/2015 12:15","Debris Burning",1.5,1.5
2015,"73†-†Douglas","South",322,"Rock Star 1","T33S R7W S03 SWNW","42∞43'57""","-123∞31'14""","I","Douglas","3/18/2015 20:44","Recreationist",0.25,0.25
2015,"73†-†Douglas","South",323,"Rock Star # 2","T33S R7W S03 SWNW","42∞43'56""","-123∞31'14""","I","Douglas","4/8/2015 23:45","Recreationist",0.25,0.25
2015,"73†-†Douglas","South",324,"Perkins Creek # 1","T33S R7W S4 NENW","42∞43'35""","-123∞31'43""","I","Douglas","4/13/2015 8:00","Recreationist",0.01,0.01
2015,"73†-†Douglas","South",325,"Perkins Creek # 2","T33S R7W S04 NENW","42∞43'35""","-123∞31'43""","I","Douglas","4/13/2015 8:00","Recreationist",0.01,0.01
2015,"73†-†Douglas","South",326,"Buck Creek #1","T30S R7W S22 NESW","42∞56'51""","-123∞30'58""","I","Douglas","4/17/2015 8:00","Recreationist",0.01,0.01
2015,"73†-†Douglas","South",327,"Buck Creek #2","T30S R7W S22 NESW","42∞56'48""","-123∞30'35""","I","Douglas","4/17/2015 9:00","Recreationist",0.01,0.01
2015,"73†-†Douglas","South",328,"Dad's Creek","T32S R7W S21 SESE","42∞43'8""","-123∞34'46""","G","Douglas","4/19/2015 16:00","Debris Burning",0.25,0.25
2015,"73†-†Douglas","Central",329,"Spring Swift","T26S R3W S12 NWSW","43∞19'12""","-123∞0'40""","J","Douglas","5/5/2015 14:25","Recreationist",0.01,0.01
2015,"73†-†Douglas","South",330,"Peavine Creek","T32S R6W S7 SESW","42∞48'5""","-123∞27'24""","I","Douglas","5/5/2015 16:47","Equipment Use",148,148
2015,"73†-†Douglas","South",332,"MP 23 Tiller Trail","T30S R3W S25 SENW","42∞56'24""","-123∞0'56""","A","Douglas","5/9/2015 13:15","Debris Burning",0.1,0.1
2015,"73†-†Douglas","Central",333,"Long Bear","T26S R7W S16 NWSE","43∞18'30""","-123∞32'0""","J","Douglas","5/17/2015 18:30","Arson",0.75,0.75
2015,"73†-†Douglas","South",348,"North Gazley","T30S R5W S3 NENW","42∞59'48""","-123∞16'35""","G","Douglas","5/31/2015 20:31","Lightning",0.01,0.01
2015,"73†-†Douglas","North",355,"Briarwood","T25S R7W S7 NWSW","43∞24'24""","-123∞34'53""","G","Douglas","5/31/2015 20:59","Lightning",0.01,0.01
2015,"73†-†Douglas","North",358,"Mehl Creek","T23S R8W S13 NENE","43∞34'36""","-123∞35'6""","H","Douglas","5/31/2015 22:12","Lightning",0.01,0.01
2015,"73†-†Douglas","Central",361,"Shields Creek","T29S R8W S11 SESE","43∞3'20""","-123∞36'17""","H","Douglas","6/1/2015 3:02","Lightning",0.1,0.1
2015,"73†-†Douglas","South",362,"Corral Creek","T31S R7W S20 NESW","42∞51'32""","-123∞33'34""","H","Douglas","6/1/2015 14:43","Lightning",0.01,0.01
2015,"73†-†Douglas","North",364,"Martin Creek #1","T23S R7W S34 SENW","43∞31'37""","-123∞30'54""","H","Douglas","6/1/2015 15:10","Lightning",0.01,0.01
2015,"73†-†Douglas","North",365,"Martin Cr. #2","T23S R7W S28 SESW","43∞32'8""","-123∞32'18""","R","Douglas","6/2/2015 10:36","Lightning",0.01,0.01
2015,"73†-†Douglas","South",367,"Iron Mtn.","T30S R7W S35 NESW","42∞55'11""","-123∞30'3""","G","Douglas","6/2/2015 15:28","Lightning",0.25,0.25
2015,"73†-†Douglas","South",375,"Corn Creek","T30S R3W S25 NENE","42∞56'10""","-123∞0'17""","R","Douglas","6/8/2015 13:18","Equipment Use",116,116
2015,"73†-†Douglas","Central",376,"Oakview Rd.","T26S R6W S20 NENE","43∞17'30""","-123∞25'34""","A","Douglas","6/8/2015 12:54","Smoking",0.5,0.5
2015,"73†-†Douglas","Central",380,"Brockway","T28S R6W S29 NWNW","43∞6'45""","-123∞26'30""","L","Douglas","6/8/2015 16:44","Equipment Use",0.01,0.01
2015,"73†-†Douglas","South",384,"Brown St.","T33S R6W S04 NWNW","42∞44'20""","-123∞25'23""","L","Douglas","6/8/2015 17:00","Miscellaneous",0.25,0.25
2015,"73†-†Douglas","South",385,"Canyon Mtn.","T31S R5W S4 SESE","42∞54'4""","-123∞17'20""","G","Douglas","6/9/2015 6:00","Lightning",0.1,0.1
2015,"73†-†Douglas","South",386,"Beals Ranch","T30S R4W S16 SESW","42∞57'24""","-123∞10'52""","G","Douglas","6/9/2015 6:50","Lightning",0.01,0.01
2015,"73†-†Douglas","South",387,"Sweat Cr.","T30S R4W S31 NWNW","42∞55'31""","-123∞13'35""","G","Douglas","6/9/2015 6:00","Lightning",0.1,0.1
2015,"73†-†Douglas","South",388,"White Rock","T28S R3W S28 SENE","43∞6'22""","-123∞3'14""","G","Douglas","6/9/2015 7:00","Lightning",0.1,0.1
2015,"73†-†Douglas","South",390,"O'Shea Cr.","T31S R4W S5 NESW","42∞54'9""","-123∞12'28""","G","Douglas","6/9/2015 6:00","Lightning",0.1,0.1
2015,"73†-†Douglas","South",391,"Bull Run #2","T32S R5W S23 NESE","42∞46'25""","-123∞15'2""","H","Douglas","6/9/2015 4:40","Lightning",0.1,0.1
2015,"73†-†Douglas","South",392,"Bull Run #1","T32S R5W S23 SESE","42∞46'12""","-123∞15'1""","H","Douglas","6/9/2015 4:40","Lightning",0.1,0.1
2015,"73†-†Douglas","North",393,"Tyee Mtn.","T25S R7W S13 SESE","43∞23'23""","-123∞28'4""","H","Douglas","6/9/2015 8:30","Lightning",0.01,0.01
2015,"73†-†Douglas","South",395,"Riddle By-Pass","T30S R6W S12 SESW","42∞58'31""","-123∞21'19""","L","Douglas","6/9/2015 12:01","Equipment Use",0.01,0.01
2015,"73†-†Douglas","Central",397,"Stump Fire","T26S R7W S33 SWSW","43∞15'31""","-123∞32'44""","H","Douglas","6/10/2015 5:00","Recreationist",0.01,0.01
2015,"73†-†Douglas","South",402,"Days Overlook","T30S R4W S16 NWSW","42∞57'37""","-123∞11'11""","H","Douglas","6/10/2015 11:15","Lightning",0.1,0.1
2015,"73†-†Douglas","South",403,"Turkey Cr.","T31S R5W S1 SENW","42∞54'21""","-123∞14'13""","G","Douglas","6/10/2015 8:00","Lightning",0.1,0.1
2015,"73†-†Douglas","South",406,"Pickett Butte","T30S R1W S30 NWSW","42∞56'7.5""","-122∞52'46.8""","J","Douglas","6/10/2015 19:01","Equipment Use",0.01,0.01
2015,"73†-†Douglas","South",411,"Willow Spring","T30S R4W S22 NENW","42∞57'14""","-123∞9'34""","A","Douglas","6/12/2015 12:30","Equipment Use",0.25,0.25
2015,"73†-†Douglas","Central",413,"Wolf Creek","T27S R2W S9 NWSW","43∞14'5""","-122∞56'59""","G","Douglas","6/13/2015 10:25","Smoking",0.01,0.01
2015,"73†-†Douglas","Central",415,"Dairy Loop","T28S R7W S3 SENE","43∞9'52""","-123∞30'33""","A","Douglas","6/13/2015 15:25","Equipment Use",0.01,0.01
2015,"73†-†Douglas","Central",422,"Buckhorn Rd.","T27S R5W S23 NWNW","43∞12'43""","-123∞15'48""","F","Douglas","6/18/2015 17:28","Miscellaneous",0.5,0.5
2015,"73†-†Douglas","Central",428,"2300 Melrose","T27S R6W S8 NWNE","43∞14'30""","-123∞26'10""","L","Douglas","6/22/2015 19:23","Equipment Use",0.01,0.01
2015,"73†-†Douglas","Central",433,"Dairy Loop #2","T28S R7W S2 NESW","43∞9'43""","-123∞29'52""","A","Douglas","6/25/2015 14:18","Equipment Use",0.25,0.25
2015,"73†-†Douglas","North",435,"Tyee Road Fire","T24S R7W S33 NENW","43∞26'44""","-123∞32'21""","H","Douglas","6/25/2015 22:12","Miscellaneous",0.1,0.1
2015,"73†-†Douglas","North",446,"Marvin Hill","T24S R6W S29 NWNE","43∞27'34""","-123∞26'9""","H","Douglas","6/30/2015 14:05","Debris Burning",0.5,0.5
2015,"73†-†Douglas","North",447,"Cooper Cr.","T25S R5W S22 NESW","43∞22'48""","-123∞16'57""","A","Douglas","6/30/2015 13:52","Juveniles",0.02,0.02
2015,"77†-†East Lane","Sweet Home",1,"MT TOM","T16S R3W S1 SESE","44∞12'6""","-122∞59'15""","G","Linn","7/1/2015 11:00","Equipment Use",0.01,0.01
2015,"77†-†East Lane","East Lane",3,"Quarry Rd","T16S R2W S18 SWNW","44∞10'48""","-122∞59'9""","J","Lane","7/2/2015 23:35","Miscellaneous",0.13,0.13
2015,"77†-†East Lane","East Lane",5,"Bohemia Saddle","T23S R1E S14 NWNE","43∞34'52""","-122∞39'52""","X","Lane","7/5/2015 11:40","Miscellaneous",0.1,0.1
2015,"77†-†East Lane","Sweet Home",7,"QUARTZVILLE MP 25","T11S R4E S29 NWNE","44∞35'10""","-122∞21'3""","H","Linn","7/5/2015 14:00","Recreationist",0.01,0.01
2015,"77†-†East Lane","Sweet Home",8,"40694 MCDOWELL","T13S R1W S11 NWNW","44∞27'34""","-122∞46'46""","L","Linn","7/5/2015 17:27","Debris Burning",0.01,0.01
2015,"77†-†East Lane","Sweet Home",9,"HWY 20 MP 58","T13S R5E S32 NENE","44∞24'9""","-122∞13'40""","A","Linn","7/5/2015 23:00","Equipment Use",0.01,0.01
2015,"77†-†East Lane","East Lane",10,"Gold Creek Fire","T23S R3E S17 SESE","43∞34'34""","-122∞28'18""","G","Lane","7/9/2015 17:30","Lightning",0.1,0.1
2015,"77†-†East Lane","Sweet Home",14,"SOUTH BANK 3 MILE","T13S R2E S1 NWSE","44∞27'46""","-122∞30'40""","H","Linn","7/9/2015 5:15","Lightning",0.01,0.01
2015,"77†-†East Lane","East Lane",17,"LFC 870","T17S R3E S19 NWSE","44∞4'39""","-122∞29'50""","H","Lane","7/16/2015 15:56","Equipment Use",0.01,0.01
2015,"77†-†East Lane","Sweet Home",17,"SODA FORK","T13S R5E S17 SWNE","44∞26'20""","-122∞14'12""","H","Linn","7/9/2015 9:45","Lightning",0.01,0.01
2015,"77†-†East Lane","East Lane",20,"Gate Creek","T16S R2E S21 NWSE","44∞9'54.4""","-122∞34'5.9""","J","Lane","7/21/2015 15:00","Equipment Use",0.01,0.01
2015,"77†-†East Lane","East Lane",21,"MP 48 Mower Fire","T16S R5E S16 SESE","44∞10'52""","-122∞12'43""","A","Lane","7/22/2015 15:30","Equipment Use",0.01,0.01
2015,"77†-†East Lane","Sweet Home",21,"ROCKY TOP FIRE","T12S R3E S21 SWNW","44∞30'28""","-122∞27'44""","G","Linn","7/10/2015 8:05","Lightning",0.01,0.01
2015,"77†-†East Lane","East Lane",22,"North shore Dirty Burn","T19S R2W S2 SESE","43∞56'0.76""","-122∞46'0.221""","C","Lane","7/22/2015 19:00","Debris Burning",0.2,0.2
2015,"77†-†East Lane","East Lane",23,"West Oak Fire","T21S R3E S15 NWNW","43∞45'0.03""","-122∞26'0.90707""","H","Lane","7/22/2015 19:00","Arson",0,0.5
2015,"77†-†East Lane","East Lane",25,"Bunker Hill","T16S R1W S3 NWSE","44∞12'20""","-122∞47'20""","F","Lane","7/24/2015 15:33","Miscellaneous",0.2,0.2
2015,"77†-†East Lane","East Lane",29,"Dexter Rd. Fire","T19S R1W S16 NESW","43∞54'59.5""","-122∞49'7""","L","Lane","8/1/2015 14:26","Miscellaneous",0.01,0.01
2015,"77†-†East Lane","East Lane",32,"Shoestring Rd. Fire","T22S R4W S25 SESW","43∞37'36""","-123∞6'34""","H","Lane","8/5/2015 14:10","Equipment Use",0.25,0.25
2015,"77†-†East Lane","Sweet Home",35,"SHEEP HEAD","T13S R2W S18 SWSW","44∞26'4""","-122∞59'11""","R","Linn","7/23/2015 20:15","Debris Burning",2.2,2.2
2015,"77†-†East Lane","Sweet Home",36,"YELLOWBOTTOM","T11S R4E S29 NWNW","44∞35'12""","-122∞21'43""","H","Linn","7/26/2015 12:15","Equipment Use",0.01,0.01
2015,"77†-†East Lane","East Lane",40,"Westfir","T21S R3E S7 NWSW","43∞45'33""","-122∞30'26""","H","Lane","8/14/2015 15:15","Railroad",0.5,0.5
2015,"77†-†East Lane","East Lane",42,"Power Pole M.P. 47 Fire","T16S R5E S15 NWNW","44∞10'0.55""","-122∞11'0.989""","A","Lane","8/19/2015 19:33","Under Invest",0.01,0.01
2015,"77†-†East Lane","East Lane",43,"Horse Creek","T16S R5E S13 SWSW","44∞10'20""","-122∞9'31""","F","Lane","8/20/2015 17:40","Under Invest",0.97,0.97
2015,"77†-†East Lane","East Lane",44,"Bob Straub","T18S R2W S3 NESW","44∞1'37""","-122∞55'18""","F","Lane","8/22/2015 13:40","Equipment Use",0,1.25
2015,"77†-†East Lane","East Lane",46,"Ricochet","T16S R2W S28 NWSE","44∞8'51""","-122∞56'5""","H","Lane","8/23/2015 10:49","Miscellaneous",0.01,0.01
2015,"77†-†East Lane","East Lane",47,"Taylor Butte Fire","T21S R3W S3 NESE","43∞46'6.7""","-123∞1'49.1""","H","Lane","8/23/2015 14:30","Debris Burning",0.67,0.67
2015,"77†-†East Lane","East Lane",54,"Enterprise Road","T19S R2W S3 NWSE","43∞56'39""","-122∞54'51""","L","Lane","9/4/2015 13:40","Miscellaneous",33.5,33.5
2015,"77†-†East Lane","East Lane",59,"Cedar Cr Operation Fire","T22S R4W S1 SENE","43∞41'14.7""","-123∞6'42""","J","Lane","9/12/2015 14:04","Equipment Use",0.01,0.01
2015,"77†-†East Lane","Sweet Home",60,"NORTH RIVER RD #2","T13S R1E S20 SWSW","44∞25'15""","-122∞43'6""","H","Linn","8/9/2015 15:15","Miscellaneous",0.1,0.1
2015,"77†-†East Lane","East Lane",66,"Bald Butte","T21S R3E S25 NWSW","43∞42'58""","-122∞24'30""","L","Lane","10/10/2015 7:51","Equipment Use",0,40
2015,"77†-†East Lane","Sweet Home",66,"COURTNEY CREEK","T14S R12W S23 SESE","44∞19'54""","-122∞53'14""","R","Linn","8/15/2015 14:35","Equipment Use",1.6,1.6
2015,"77†-†East Lane","East Lane",67,"Winberry","T19S R1E S16 NWSE","43∞54'59""","-122∞41'36""","H","Lane","10/10/2015 13:09","Equipment Use",1.4,1.4
2015,"77†-†East Lane","Sweet Home",76,"N. RIVER DR #4","T13S R1E S20 SESW","44∞25'8""","-122∞42'58""","L","Linn","8/22/2015 12:58","Equipment Use",0.7,0.7
2015,"77†-†East Lane","Sweet Home",82,"GEDNEY CEMETERY","T13S R1E S23 SWSW","44∞25'5""","-122∞39'35""","H","Linn","8/24/2015 16:49","Recreationist",0.01,0.01
2015,"77†-†East Lane","Sweet Home",91,"SCOTT MTN 500","T14S R1E S8 SWNE","44∞22'4""","-122∞49'57""","H","Linn","9/10/2015 14:15","Equipment Use",0.01,0.01
2015,"77†-†East Lane","Sweet Home",94,"SHEEP CREEK","T13S R6E S17 NWSW","44∞26'21""","-122∞7'27""","J","Linn","9/14/2015 12:45","Equipment Use",0.01,0.01
2015,"77†-†East Lane","Sweet Home",95,"MARKS RIDGE","T13S R1E S17 SESW","44∞26'2""","-122∞42'53""","L","Linn","9/15/2015 14:03","Equipment Use",4.4,4.4
2015,"77†-†East Lane","Sweet Home",102,"CRAWFORDSVILLE 39600","T14S R1W S16 NWNE","44∞21'33""","-122∞48'40""","F","Linn","10/7/2015 14:15","Debris Burning",0.13,0.13
2015,"77†-†East Lane","Sweet Home",103,"SCOTT MTN 202E","T13S R1W S28 SWSE","44∞24'19""","-122∞48'48""","H","Linn","10/7/2015 17:26","Arson",0.01,0.01
2015,"77†-†East Lane","Sweet Home",112,"McDowell 610","T13S R1E S3 NWNW","44∞28'25.5""","-122∞40'46""","X","Linn","11/2/2015 8:30","Arson",0.01,0.01
2015,"77†-†East Lane","East Lane",136,"Raisor Road Lightning","T22S R3E S5 NENE","43∞40'59""","-123∞4'53""","I","Lane","5/31/2015 23:00","Lightning",0.01,0.01
2015,"77†-†East Lane","East Lane",138,"Pengra Boat Launch","T19S R1W S5 SWNW","43∞56'59""","-122∞50'58""","H","Lane","6/5/2015 14:01","Lightning",0.01,0.01
2015,"78†-†West Lane","West Lane",1,"Territorial Powerline","T18S R5W S33 SENW","43∞57'55""","-123∞18'0""","L","Lane","7/1/2015 11:41","Equipment Use",0.01,0.01
2015,"78†-†West Lane","West Lane",2,"Territorial 1","T19S R5W S11 SWSW","43∞55'37""","-123∞16'4""","L","Lane","7/1/2015 14:23","Equipment Use",3,3
2015,"78†-†West Lane","West Lane",10,"Big Ford","T21S R8W S4 NENE","43∞46'29""","-123∞28'49""","H","Douglas","7/10/2015 15:40","Equipment Use",0.01,0.01
2015,"78†-†West Lane","West Lane",14,"Gates Creek","T18S R6W S13 SENE","44∞0'28""","-123∞21'7""","H","Lane","7/15/2015 13:02","Debris Burning",0.01,0.01
2015,"78†-†West Lane","West Lane",17,"Star Farms","T15S R6W S34 SWSW","44∞13'4""","-123∞24'31""","H","Lane","7/18/2015 13:00","Miscellaneous",3.5,3.5
2015,"78†-†West Lane","West Lane",21,"Gowdyville Road","T20S R4W S30 NESW","43∞47'55""","-123∞13'15""","L","Lane","7/20/2015 14:03","Equipment Use",0.1,0.1
2015,"78†-†West Lane","West Lane",23,"Ferguson Road","T15S R5W S21 SWSE","44∞14'53""","-123∞17'54""","L","Lane","7/26/2015 16:08","Debris Burning",0.01,0.01
2015,"78†-†West Lane","West Lane",27,"Oak Hill School","T18S R3W S14 NWSW","44∞0'38""","-123∞1'43""","L","Lane","7/31/2015 14:45","Equipment Use",9.6,9.6
2015,"78†-†West Lane","West Lane",29,"Pine Grove Road","T18S R5W S24 SESW","43∞59'4""","-123∞14'23""","H","Lane","8/2/2015 14:12","Debris Burning",0.01,0.01
2015,"78†-†West Lane","West Lane",33,"Post Road","T16S R7W S15 NENW","44∞11'7""","-123∞31'39""","H","Lane","8/6/2015 11:20","Equipment Use",0.08,0.08
2015,"78†-†West Lane","West Lane",34,"North Jetty","T18S R12W S9 SWNE","44∞1'16""","-124∞7'58""","H","Lane","8/9/2015 13:13","Miscellaneous",0.1,0.1
2015,"78†-†West Lane","West Lane",39,"Prairie Peak","T15S R8W S15 SENE","44∞16'1""","-123∞38'37""","H","Lane","8/11/2015 4:48","Lightning",2.62,2.62
2015,"78†-†West Lane","West Lane",40,"Camp Baker","T19S R12W S26 SESW","43∞53'15""","-124∞5'50""","H","Lane","8/12/2015 9:45","Miscellaneous",0.1,0.1
2015,"78†-†West Lane","West Lane",41,"Lorane Post Office","T20S R5W S13 NENW","43∞50'10""","-123∞14'25""","H","Lane","8/12/2015 12:38","Equipment Use",0.01,0.01
2015,"78†-†West Lane","West Lane",42,"Chambers Mill","T20S R5W S24 NESE","43∞48'50""","-123∞13'51""","H","Lane","8/12/2015 16:19","Equipment Use",187,187
2015,"78†-†West Lane","West Lane",43,"Lorane Sumerville","T18S R4W S29 SENW","43∞58'34""","-123∞12'9""","H","Lane","8/12/2015 16:43","Equipment Use",0.77,0.77
2015,"78†-†West Lane","West Lane",44,"Bailey Hill Loop","T18S R4W S16 NENE","44∞0'30""","-123∞10'8""","H","Lane","8/12/2015 16:45","Equipment Use",0.1,0.1
2015,"78†-†West Lane","West Lane",46,"Poodle Creek Burn Pile","T17S R6W S6 SWNE","44∞7'31""","-123∞27'38""","H","Lane","8/14/2015 10:54","Debris Burning",0.01,0.01
2015,"78†-†West Lane","West Lane",50,"Eldale","T18S R5W S31 SESE","43∞57'26""","-123∞20'4""","H","Lane","8/16/2015 11:05","Equipment Use",0.01,0.01
2015,"78†-†West Lane","West Lane",51,"Hidden Valley Golf Cours","T20S R3W S28 NWNW","43∞48'23""","-123∞4'5""","H","Lane","8/17/2015 16:48","Equipment Use",0.01,0.01
2015,"78†-†West Lane","West Lane",53,"Mercer Lake #1","T17S R12W S35 SENW","44∞2'59""","-124∞5'56""","H","Lane","8/18/2015 11:07","Equipment Use",0.01,0.01
2015,"78†-†West Lane","West Lane",56,"1000 Trails #1","T19S R12W S3 SWNE","43∞57'9""","-124∞6'35""","H","Lane","8/22/2015 3:54","Recreationist",0.01,0.01
2015,"78†-†West Lane","West Lane",56,"WeyTo-Go","T19S R8W S32 SWSE","43∞51'56""","-123∞39'52""","X","Lane","2/18/2015 16:00","Equipment Use",0,0
2015,"78†-†West Lane","West Lane",57,"1000 Trails #2","T19S R12W S3 SWNE","43∞57'7""","-123∞6'41""","H","Lane","8/22/2015 6:48","Recreationist",0.01,0.01
2015,"78†-†West Lane","West Lane",58,"Mercer Lake Fire","T17S R11W S30 NWSW","44∞3'38""","-124∞3'49""","I","Lane","5/5/2015 15:52","Debris Burning",6.3,6.3
2015,"78†-†West Lane","West Lane",60,"Pataha #1","T18S R7W S23 SENE","43∞59'30""","-123∞29'45""","G","Lane","6/1/2015 4:30","Lightning",0.01,0.01
2015,"78†-†West Lane","West Lane",62,"Suttle Road","T17S R6W S25 SWNE","44∞3'53""","-123∞21'37""","L","Lane","8/26/2015 14:06","Equipment Use",2.5,2.5
2015,"78†-†West Lane","West Lane",63,"Gimpl Hill","T18S R4W S8 SWSE","44∞0'44""","-123∞11'41""","L","Lane","8/26/2015 15:36","Equipment Use",1,1
2015,"78†-†West Lane","West Lane",65,"Mail Box","T18S R4W S31 SESE","43∞57'26""","-123∞12'36""","H","Lane","8/26/2015 23:34","Miscellaneous",0.01,0.01
2015,"78†-†West Lane","West Lane",66,"Kline Creek","T19S R8W S17 NENE","43∞55'10""","-123∞39'38""","J","Douglas","6/19/2015 15:45","Debris Burning",0.01,0.01
2015,"78†-†West Lane","West Lane",68,"Shore Lane","T17S R5W S15 NENE","44∞5'""","-123∞16'""","F","Lane","6/23/2015 8:03","Debris Burning",0.01,0.01
2015,"78†-†West Lane","West Lane",71,"South Jetty #1","T18S R12W S16 NENW","44∞0'39""","-124∞7'57""","F","Lane","6/25/2015 15:04","Debris Burning",0.1,0.1
2015,"78†-†West Lane","West Lane",73,"Oceanna Fire","T18S R12W S10 NESW","44∞1'14""","-124∞7'5""","H","Lane","9/22/2015 11:30","Miscellaneous",0.02,0.02
2015,"78†-†West Lane","West Lane",74,"Hunter Squirrel","T17S R5W S32 NWSW","44∞2'55""","-123∞19'50""","L","Lane","9/23/2015 12:19","Equipment Use",0.01,0.01
2015,"78†-†West Lane","West Lane",77,"Wolf Point","T19S R5W S30 SWNW","43∞53'29""","-123∞20'41""","H","Lane","9/26/2015 11:28","Miscellaneous",0.1,0.1
2015,"78†-†West Lane","West Lane",78,"McBeth","T18S R4W S22 SENE","43∞59'32""","-123∞9'3""","L","Lane","9/26/2015 17:02","Miscellaneous",0.1,0.1
2015,"78†-†West Lane","West Lane",82,"Veatch Road","T20S R3W S30 SWNW","43∞48'12.3""","-123∞6'17.5""","H","Lane","9/29/2015 13:00","Debris Burning",0.25,0.25
2015,"78†-†West Lane","West Lane",84,"Munsel Creek","T18S R12W S26 SESW","43∞58'18""","-124∞6'1""","X","Lane","10/2/2015 9:19","Miscellaneous",0.01,0.01
2015,"78†-†West Lane","West Lane",85,"Clear Lake","T19S R12W S13 SWSW","43∞55'44""","-124∞5'1""","H","Lane","10/4/2015 13:42","Equipment Use",0.01,0.01
2015,"78†-†West Lane","West Lane",86,"Bolton Hill Road","T18S R6W S02 NESE","44∞1'40""","-123∞22'52""","H","Lane","10/5/2015 15:08","Equipment Use",0.1,0.1
2015,"78†-†West Lane","West Lane",88,"High Pass","T15S R6W S33 SWNW","44∞13'27""","-123∞25'44""","H","Lane","10/9/2015 7:45","Equipment Use",0.6,0.6
2015,"78†-†West Lane","West Lane",89,"Hawley Creek","T20S R5W S12 NWNE","43∞51'2""","-123∞14'15""","H","Lane","10/9/2015 10:56","Equipment Use",0.1,0.1
2015,"78†-†West Lane","West Lane",90,"Gimpl Hill No. 2","T18S R4W S17 NWSW","44∞0'8""","-123∞12'24""","H","Lane","10/10/2015 15:23","Debris Burning",4.9,4.9
2015,"78†-†West Lane","West Lane",93,"McBeth Slash","T18S R4W S26 SENW","43∞58'39""","-123∞8'31""","I","Lane","10/14/2015 12:45","Debris Burning",0.01,0.01
2015,"78†-†West Lane","West Lane",94,"Bennett","T15S R5W S9 SWNW","44∞18'1""","-123∞18'38""","H","Lane","10/15/2015 15:05","Debris Burning",0.25,0.25
2015,"95†-†Central Oregon","Prineville",1,"Mile Post 10","T15S R17E S23 NWSW","44∞15'12""","-120∞39'46""","A","Crook","7/2/2015 6:04","Miscellaneous",0.1,0.1
2015,"95†-†Central Oregon","The Dalles",1,"Willow Springs","T1N R11E S25 SWSE","45∞32'6""","-121∞23'9""","H","Wasco","7/1/2015 8:48","Debris Burning",5,5
2015,"95†-†Central Oregon","Sisters",1,"Walling Rd","T22S R10E S14 SESW","43∞39'40""","-121∞29'59""","C","Deschutes","7/1/2015 10:34","Juveniles",0.1,0.1
2015,"95†-†Central Oregon","Prineville",2,"Prineville Fireworks","T15S R16E S6 SENW","44∞18'2""","-120∞51'53""","A","Crook","7/4/2015 22:11","Miscellaneous",2,2
2015,"95†-†Central Oregon","John Day",2,"Shoefly","T11S R23E S7 NESE","44∞37'41""","-120∞0'13""","C","Wheeler","7/2/2015 10:27","Lightning",1.8,1.8
2015,"95†-†Central Oregon","The Dalles",2,"Lost Cabin","T1N R9E S26 NWNE","45∞32'56""","-121∞39'37""","H","Hood River","7/3/2015 2:00","Recreationist",0.2,0.2
2015,"95†-†Central Oregon","Sisters",2,"Pilot Butte Fireworks320","T17S R12E S34 SWNW","44∞3'37""","-121∞17'0""","A","Deschutes","7/4/2015 22:11","Miscellaneous",0.2,0.2
2015,"95†-†Central Oregon","Sisters",3,"Black Fly #0330","T13S R11E S18 NESE","44∞26'39""","-121∞27'25""","L","Jefferson","7/6/2015 15:22","Lightning",0.08,0.08
2015,"95†-†Central Oregon","The Dalles",4,"Martin Springs","T2N R12E S12 SWNW","45∞40'22""","-121∞16'16""","C","Wasco","7/4/2015 14:40","Equipment Use",0.01,0.01
2015,"95†-†Central Oregon","John Day",5,"Baker Gardens","T5S R25E S26 SESE","45∞5'56.5""","-119∞39'32.4""","C","Morrow","7/6/2015 10:43","Debris Burning",19,19
2015,"95†-†Central Oregon","Sisters",5,"480rd Fire #0345","T12S R11E S34 NESE","44∞29'8""","-121∞23'48""","A","Jefferson","7/6/2015 19:27","Lightning",0.1,0.1
2015,"95†-†Central Oregon","Prineville",7,"Rocky","T15S R15E S1 NWNE","44∞18'12""","-120∞52'21""","T","Crook","7/31/2015 10:26","Miscellaneous",0.1,0.1
2015,"95†-†Central Oregon","Sisters",8,"Park Rd Fire 0356","T21S R10E S9 NESE","43∞45'56""","-121∞31'51""","G","Deschutes","7/7/2015 16:52","Lightning",0.01,0.01
